,meanRR,minRR,maxRR,sdRR,modeRR,nBB,meanBB,SDSDb,CVNNb,SDNNb,RMSSDb,medianBB,q20BB,q80BB,minBB,maxBB,meanTT,SDTT,medianTT,q20TT,q80TT,minTT,maxTT,meanBA,SDBA,medianBA,q20BA,q80BA,minBA,maxBA,meanBW,SDBW,medianBW,q20BW,q80BW,minBW,maxBW,max_rsp,min_rsp,mean_rsp,sd_rsp,ku_rsp,sk_rsp,median_rsp,q1_rsp,q3_rsp,q05_rsp,q95_rsp,totalpower_rsp,LF_rsp,HF_rsp,VLF_rsp,VHF_rsp,LF/HF_rsp,rLF_rsp,rHF_rsp,peakLF_rsp,peakHF_rsp,SD1_rrv,SD2_rrv,SD1SD2_rrv,apEn_rrv
2ea4_Video1,15.005844322754484,8.134490238611713,19.64636542239686,3.542054512325001,11.511875183785145,13.872832369942197,4264.05,1611.0079333984406,1149.0104862445771,0.2694645902943392,1611.1314387164423,3844.0,3225.6000000000004,5428.8,3054.0,7376.0,2104.5641025641025,572.7225038390598,1834.0,1629.0,2768.4000000000005,1502.0,3216.0,1.677681648458132,0.5160948135368334,1.488404445004527,1.3343884458015247,1.955833106742562,1.097947971751356,4.066130108950167,43981.79012345679,23776.135133144162,44428.0,20973.0,67974.0,384.0,85665.0,3.2521684219348863,-2.787559910157401,5.5857694834320014e-18,0.6740208097626526,2.392679242345367,0.2566285037065688,-0.03594790491917112,-0.42446845797269683,0.4254273419576287,-1.0177919798069077,1.069979404347999,109420.82850276503,70915.5843375699,38502.51694919479,0.0,2.7272160003326498,1.8418428185135303,64.81156545726672,35.188434542733276,0.1171875,0.1640625,569.5773171256816,565.943795226776,1.006420287543659,0.038429452456588464
2ea4_Video2,16.834932853342785,9.668063164679342,19.595035924232526,2.9770421948216543,9.926972759553184,15.0,3729.2413793103447,1461.9432482912905,944.9744260422922,0.25339588670365126,1462.0704497389995,3340.0,3175.6000000000004,3777.6000000000004,3062.0,6206.0,1866.2333333333333,492.24057013709154,1711.5,1586.2,1832.0,1512.0,3370.0,1.8647384763934303,0.2590458138711064,1.7814667766226748,1.6603843748719695,2.044298435642648,1.4421028912917193,2.4590774604083245,28929.426229508197,16206.897407857563,28544.0,12878.0,45160.0,724.0,56711.0,1.5281079939901956,-1.7537262918656062,1.2985781032857003e-17,0.6740646950443855,-0.8396679760094385,-0.028851943401069793,0.012853472227201165,-0.5843542751039819,0.577655835694669,-0.9635559257324224,1.0111951674250288,221683.82972794923,143482.10496411557,78200.03631268925,0.0,1.688451144421669,1.8348086743897487,64.72425073924008,35.27574926075992,0.09375,0.1640625,516.87499228833,438.4862324183145,1.1787713138396392,0.014252494351275846
2hpu_Baseline,12.487718952381964,8.377548170901983,17.615971814445096,3.187044435102892,9.238423643543113,11.0,5134.363636363636,1970.4166462959047,1306.9110891875248,0.2545419806130312,1970.9818872835945,5088.0,3878.0,6426.0,3406.0,7162.0,2556.3636363636365,747.8196516573756,2375.0,2189.0,2803.0,1562.0,4370.0,1.288155778410214,0.22068793695660924,1.3601436663854503,1.075343253730445,1.4829429399929204,0.8762561689404478,1.6213995843843516,13994.0,9091.768511498007,13793.0,5112.200000000001,22912.200000000004,223.0,29220.0,0.9614989332602109,-0.96688744911414,-9.473903143468003e-19,0.4628914159961145,-0.869235703732345,-0.025994957372418404,0.02061922708256874,-0.36612504291036146,0.33994865834978305,-0.7615715539572189,0.7614721397964517,133769.349394653,105661.56458418006,28107.052305269524,0.0,0.7325052033917638,3.7592545613319466,78.98830610733005,21.011693892669935,0.07792207792207793,0.15584415584415587,696.6474861793445,573.1796576990498,1.215408601512376,0.09531017980432521
2hpu_Breathing,7.636997758182994,4.819277108433735,14.077897700610043,1.9207745955266182,9.258620592176307,7.0,8277.333333333334,2290.524123426776,1789.1251741811943,0.2161475323189265,2290.9428626659374,7958.0,7070.0,9646.0,4262.0,12450.0,3778.1739130434785,1000.6707599176931,4043.0,2778.8,4790.0,1899.0,5167.0,1.6635214483224994,0.30726546599921595,1.6038972737096757,1.3533415929062544,1.9418806065509209,1.1855998556916592,2.1663004385439946,45927.47826086957,26606.32149283253,47170.0,18595.0,73125.0,115.0,88244.0,1.2902545642389314,-1.4904083193985302,-3.1579677144893343e-18,0.6069754157841799,-0.6124499398550003,-0.2357352141116421,0.03134441833492589,-0.39911004393819394,0.43307820256784746,-1.0833530605433053,0.9669297972553421,177730.54591684596,175481.99451249625,2248.3735429984667,0.0,0.1778613512294818,78.04841640258347,98.73495251959618,1.2650474804038172,0.0703125,0.1640625,809.8225700732229,1009.6753834772837,0.8020623096546384,0.07209491047353422
2hpu_Counting1,12.803841563486952,7.078810759792355,19.50585175552666,3.7213817678485883,12.427040995734306,10.0,5124.0,2816.1671527270473,1575.5849707330924,0.30749121208686425,2818.5096928853886,4790.0,3904.4,6398.799999999999,3076.0,8476.0,2843.5,791.7455715064026,3148.0,1903.1999999999998,3505.7999999999997,1546.0,3625.0,1.6085142410728857,0.37066996516269946,1.4638846214067622,1.3799011776914107,2.014842559924163,1.007005882030877,2.3157125687361972,13951.772727272728,8545.850805730326,12893.5,5549.800000000001,22418.800000000003,363.0,28798.0,1.4775579401366334,-2.4018333374906273,3.4106051316484806e-17,0.6262921819057167,1.6316959520937226,-0.6563683308179284,0.01024850192986957,-0.35679793694449147,0.428443026874717,-1.0815406338290587,0.9893978535102589,449065.9914719709,396825.8780870692,52231.7060757997,0.0,8.407309102018159,7.597413676497327,88.36859504930312,11.63140495069687,0.09302325581395349,0.18604651162790697,995.6654453240534,580.0732818753843,1.7164476910659536,0.10536051565782678
2hpu_Counting2,13.43800906102865,7.972362476747276,18.148820326678766,3.7886336832551324,10.176457849931491,11.0,4876.0,2841.732964231509,1480.0778849285416,0.3035434546613088,2847.27729594432,4134.0,3496.0,6380.0,3306.0,7526.0,2306.6666666666665,650.3800598282686,2080.5,1656.3999999999999,3036.4000000000005,1570.0,3297.0,1.8253404532670603,0.38105272292172915,1.7359774218582267,1.5414643700487234,2.1148326285905172,1.3241438839040953,2.7158272178520866,15162.92,8490.345335355918,15067.0,6639.4000000000015,23848.600000000002,862.0,29330.0,1.8157843323145917,-2.1043050485867405,2.2737367544323207e-17,0.6952750475743684,0.4636550829241761,-0.3072087902797182,0.04975420145626151,-0.3920507742380565,0.4240382396353808,-1.219912068618072,1.1026329460416797,233085.2265967075,19541.4563306768,213533.46015191337,0.0,10.310114117325137,0.09151472709136305,8.384195358978697,91.6158046410213,0.1258741258741259,0.2097902097902098,1004.7043246647243,388.42466451037836,2.5866130976290758,0.09531017980432521
2hpu_Counting3,10.663599588130381,6.366723259762309,14.6484375,2.8410437791568457,8.28171424023769,8.0,6064.0,2046.3747537176716,1697.3329078292213,0.2799031840087766,2067.0623737910905,6114.0,4337.6,7080.4000000000015,4096.0,9424.0,3090.222222222222,820.823675446097,3076.0,2402.4,3807.0,1815.0,4376.0,1.6150294755781758,0.22469586248231532,1.681901170787122,1.4286852245749804,1.8359403383320212,1.2043966775556372,1.8807770879295345,15228.157894736842,7948.32077772378,15448.0,8563.4,22548.6,1244.0,29056.0,1.8551427880205447,-2.4042050921189335,4.7369515717340015e-17,0.6308857091759988,2.044428675951573,-0.8550145350670435,0.07723022511083469,-0.3393291680703402,0.41992101737337384,-1.0619030059134897,0.8654906750406128,123828.49054960372,85616.78962538112,38210.17146451385,0.0,1.529459708764642,2.2406805922055137,69.1422844199703,30.857715580029716,0.10714285714285715,0.16071428571428573,723.5027326013583,768.8248387331545,0.9410501536260502,0.1335313926245223
2hpu_Math,12.066692005185455,7.85751702462022,18.039687312086592,2.9755867000642,10.182170287466372,10.0,5283.6,2150.30136274367,1301.0819497633497,0.24624913879993748,2173.1386415863017,5010.0,4254.8,6340.4,3326.0,7636.0,2437.9166666666665,581.8863661021416,2346.0,1897.8000000000002,2745.6000000000004,1789.0,3860.0,1.7329705542587666,0.6064889878854958,1.5692734095082435,1.3801689280785696,1.8416882639372627,1.1354788264179638,3.5005286563299935,14386.541666666666,8965.418799379306,14188.5,4616.800000000001,23560.0,56.0,29311.0,2.680171449375887,-1.9431364702510716,1.7053025658242403e-17,0.6866141326365559,2.3665268197213045,0.40507794458008006,-0.04608230717076476,-0.3348078342514583,0.40103119722469277,-1.1358172375524889,0.9582510740551443,65944.31492221293,33142.36490198556,32798.08149191352,0.0,3.8685283138424778,1.0104970594135794,50.26105632347061,49.738943676529395,0.1276595744680851,0.1702127659574468,760.2463375953615,484.8978255618062,1.5678485188390658,0.10536051565782678
2hpu_Reading,10.992188562359443,7.062146892655368,17.28110599078341,2.822610219884205,10.218959098128042,10.0,5814.0,1713.4570642741858,1449.618708488546,0.2493324232006443,1717.157211465767,5555.0,4714.8,6712.8,3472.0,8496.0,2938.1111111111113,797.0195096516974,2921.0,2210.0,3250.8,2005.0,4787.0,1.6825494702425894,0.4412849701957709,1.7702450856898824,1.238320895406766,2.1515676354723428,1.059288271913749,2.350377231696861,15645.380952380952,8817.600464418501,16244.0,7170.0,24010.0,18.0,29088.0,1.6368767430185573,-1.1658694448772242,4.5474735088646414e-17,0.5994548142144125,-0.08052810321037462,0.6429685465098468,-0.08287631588935862,-0.4404607229715295,0.3439200039901461,-0.8349023340379872,1.2238671158780714,176561.80777276534,162033.30832454798,14527.486380611199,0.0,1.0130676061597952,11.153568076360566,91.77196364296456,8.228036357035439,0.08,0.2,605.7985547101354,885.4248823148253,0.684189666238378,0.10536051565782678
2hpu_Relax,15.98721552357747,9.460737937559129,19.329896907216494,2.6232228253046816,9.869158969657365,15.2,3880.5789473684213,913.0242476760471,792.6850981442407,0.2042698032678327,913.6020187415572,3556.0,3312.8,4414.4,3104.0,6342.0,1929.2702702702702,387.66498832135613,1777.0,1665.8000000000002,2096.8,1532.0,3163.0,1.7648251277930167,0.4273797444252,1.6280483691260672,1.4646869312871003,1.993701717924396,1.2489897660193947,3.1113389259899304,39078.103896103894,21141.907388907788,38683.0,18035.0,61198.8,259.0,73990.0,2.2323115516832432,-2.3803121658143587,3.0316490059097608e-18,0.7420538793999653,0.4443818705069562,-0.08592926327358556,0.0026648767775367095,-0.48113963604771304,0.5077801317301814,-1.2633480923665932,1.17146818010074,96049.99966213811,69156.25770025919,26893.112563952556,0.0,0.629397926372857,2.5715230074541844,72.00074035886416,27.999259641135826,0.0703125,0.1640625,322.8028184597394,458.0159932901568,0.7047850363060165,0.02032559678503132
2hpu_Speaking,11.950285157476113,6.610841780520053,16.402405686167306,3.1101292717663043,9.791563905647253,10.0,5441.2,2087.9233702413508,1663.4708774126466,0.3057176500427565,2098.19234368804,4579.0,4165.2,6787.6,3658.0,9076.0,2515.8,1073.0191796981078,2064.5,1917.8,2673.8,1602.0,5509.0,1.5849464466446286,0.4904967403408474,1.4015449207306192,1.1623939449380605,2.0796897232112617,0.9735223277408667,2.386614919122512,15106.772727272728,8057.4889948973905,15924.5,7797.6,22401.199999999997,661.0,27867.0,1.6159757258505858,-1.803815711627156,2.2737367544323207e-17,0.6134778879700094,0.5243203410739783,0.10046605344822368,-0.038621979680055506,-0.369551588940971,0.33006758288422045,-0.9468755116326367,1.1636406836893127,75565.84873765724,48568.08818844119,26995.47636898191,0.0,2.2841802341623545,1.7991195089354466,64.27447999959398,35.72552000040603,0.08275862068965519,0.16551724137931037,738.1923868477647,966.5034217205497,0.7637762787571406,0.10536051565782678
2hpu_Stroop,14.124139960141585,7.286859363614282,19.46787800129786,3.4563055165109215,12.181018637683575,10.0,4576.6,2193.819286479266,1420.5582142242533,0.31039597391606283,2197.5373084938105,4261.0,3416.8,5012.8,3082.0,8234.0,2771.4444444444443,591.3100542413545,2713.0,2173.3999999999996,3373.6,2014.0,3715.0,1.5628887132864213,0.5470342402946052,1.5410262483774837,1.098096874870253,1.9710613706890925,1.0149029880322826,2.8794634414263283,13674.714285714286,7607.647913482209,13277.0,6470.0,21844.0,1712.0,26655.0,2.0876557523021417,-2.4227949787795677,2.2737367544323207e-17,0.6340733623341451,2.456497602584162,-0.18559123689609927,0.008670950314307938,-0.2949977262631863,0.27144393335142303,-0.8526296787135786,1.0575766648595575,148903.2609146388,91624.19440506521,57277.38209058601,0.0,1.6844189876088096,1.599657509837978,61.533394448473935,38.46660555152607,0.05042016806722689,0.1512605042016807,775.632247083661,668.496304134866,1.1602640766839316,0.10536051565782678
2hpu_Video1,16.536865579841717,9.658725048293626,19.62066710268149,3.387817684571035,9.961942054387865,14.913294797687861,3845.1627906976746,1446.738848946884,1065.278234868823,0.2770437281474724,1447.840756831654,3298.0,3168.8,5012.800000000002,3058.0,6212.0,1931.6136363636363,642.435041495498,1639.5,1568.2,2003.3999999999996,1500.0,4400.0,1.8144244195179786,0.27059632070839124,1.7732463678547812,1.6081815209294446,1.888566958903286,1.4617786651351214,3.1186304760159453,41628.7191011236,24154.995710515628,40609.0,17447.8,66782.6,277.0,85268.0,2.2240622555705953,-2.526011400787767,-1.5771584423808004e-17,0.6639747772905386,0.061964115973883516,-0.0923360174273351,-0.007030328044982312,-0.5442940807205341,0.5578675482302315,-0.9195363642318566,0.926867707267494,66434.02486588019,43088.22121822434,23345.13175740401,0.0,0.671890251828116,1.845704777594957,64.85932033873351,35.140679661266496,0.0703125,0.1875,511.4994253481809,538.2278639759286,0.9503399202889595,0.012373286423978058
2hpu_Video2,15.441221052130262,6.8728522336769755,18.564356435643564,3.4453377913134506,11.691504201966588,13.96551724137931,4179.555555555556,1180.5424788539792,1356.2221311923067,0.3244895571227871,1186.364063981918,3536.0,3305.2000000000003,5254.400000000001,3232.0,8730.0,2186.56,1168.088732245971,1782.0,1632.8000000000002,2057.000000000001,1530.0,7000.0,1.29290542210952,0.5142805506594021,1.1129767268296074,1.0758404739258767,1.292286383278034,0.9589836732706454,3.473445721180809,27954.314814814814,17868.557721050718,24443.5,9768.400000000001,47966.00000000001,319.0,56743.0,2.804845494358146,-2.920226461853293,2.927926100804551e-17,0.6647311940901363,4.989536567174638,-0.1065343108784277,0.0153942448468385,-0.31857706079173437,0.34152804501686196,-1.0468130587392384,0.8332655923217475,42593.209488023,31316.29589571828,11275.928080456233,0.0,0.9855118484813037,2.777269921577151,73.52585277828217,26.474147221717814,0.140625,0.1640625,417.3847961382125,851.3555480707042,0.49025908985272637,0.041326689236765635
2z7d_Baseline,13.80987678610738,9.115770282588878,17.91044776119403,2.6569407615404113,8.79467747860515,11.0,4534.0,1484.640845457244,999.1763881044501,0.2203741482365351,1495.107354005056,4264.0,3796.0,5562.0,3350.0,6582.0,2249.75,617.6282761499833,1978.5,1837.2,2615.4,1545.0,3788.0,1.189398997562328,0.2524909922742509,1.1282995374402929,0.9521667348621151,1.459364562430951,0.8447079650033852,1.5579039999800355,14423.76,8124.709886660569,15018.0,6008.4000000000015,22407.600000000006,860.0,27857.0,0.9593547830313177,-1.0849263796366688,-1.6105635343895605e-17,0.4262501022075864,-0.13117390012578545,-0.1527898490468349,0.011308615850243234,-0.27760110552779277,0.27237032807168204,-0.8123321505030868,0.7599749988701395,116368.78910200854,97965.2156735907,18402.434889193974,0.0,1.1385392238631356,5.323492041323102,84.18595305465485,15.814046945345153,0.13533834586466167,0.1804511278195489,524.8998047246731,479.09845021665427,1.0955990454306561,0.09531017980432521
2z7d_Breathing,9.48836134598047,7.147962830593281,12.77139208173691,1.5700440187737907,5.623429251143628,8.666666666666666,6500.923076923077,1356.459778098857,1085.656161855653,0.1670003088806736,1359.6086495753107,6430.0,5558.0,7510.0,4698.0,8394.0,3212.259259259259,757.7637466569639,3095.0,2733.8,3709.2000000000003,1569.0,5630.0,2.4471451538702818,0.5549192505156515,2.553790402796592,1.9750553153241217,2.8902241709545433,1.38126923777808,3.478750076288803,42978.74545454545,25626.16166216093,40694.0,17423.4,69839.40000000001,1065.0,87796.0,2.342673767006011,-2.0298214830744015,2.021099337273174e-17,0.86130700080589,-0.3395953013669808,0.24256693187567596,-0.04729839578559098,-0.5854529735909606,0.5570023424664783,-1.3652828384017013,1.5605284668278627,84341.24966249973,83052.31615192913,1288.7697532258953,0.0,0.16375734470365336,64.44309850075426,98.47195499157414,1.5280450084258688,0.09375,0.1640625,479.5809537502506,593.203304104082,0.808459680572016,0.037973128205254
2z7d_Counting1,11.090874997914119,5.827505827505828,16.769144773616546,3.317878297010307,10.941638946110718,9.0,5985.111111111111,2758.9152646465964,2018.9170058581433,0.3373232289890337,2763.889740926725,5242.0,4468.8,7530.400000000001,3578.0,10296.0,2631.1,1049.9159442545863,2088.5,1813.4,3610.2,1633.0,4798.0,0.9841569921661435,0.7217900425738681,0.7004086064740472,0.626489435924288,0.9567495013568278,0.6073227498890732,3.0986379322538005,15932.952380952382,8477.16278050954,17492.0,7053.0,23690.0,459.0,28566.0,2.664329555974547,-1.8966984803553915,-1.2316074086508403e-17,0.5149011141785164,10.186594937263887,1.2099911327767294,-0.021624387283867102,-0.16631337464721166,0.1446781108619918,-0.5326592095117348,0.5905037066645915,591937.2526199387,564570.6212926008,27363.28220332668,0.0,3.3491240112754816,20.632415990796723,95.37730783087086,4.62269216912914,0.08695652173913043,0.17391304347826086,975.4238461753432,1127.0454148735532,0.865469867764627,0.11778303565638337
