,meanHR,minHR,maxHR,sdHR,modeHR,nNN,meanNN,SDSD,CVNN,SDNN,pNN50,pNN20,RMSSD,medianNN,q20NN,q80NN,minNN,maxNN,triHRV,max_ecg,min_ecg,mean_ecg,sd_ecg,ku_ecg,sk_ecg,median_ecg,q1_ecg,q3_ecg,q05_ecg,q95_ecg,totalpower,LF,HF,ULF,VLF,VHF,LF/HF,rLF,rHF,peakLF,peakHF,SD1,SD2,SD1SD2,apEn,sampEn
2ea4_Video1,56.980354612010736,49.18032786885246,73.89162561576354,3.972454466217595,24.711297746911086,56.53179190751445,1057.8527607361964,52.653875209784225,70.10021162801469,0.0662665110210891,97.29038854805727,183.96728016359918,52.677214133711445,1062.0,1006.8,1113.2,812.0,1220.0,2.1742996887505557,7.136845288574723,-1.8119935085543624,-1.486479370257172e-05,0.7369039050177993,33.029379533676575,4.821427104672209,-0.0017784049038453136,-0.08393445015276023,0.050434702354384034,-0.950522100712454,0.22178211394492772,649.6149871827229,252.32527539178326,320.704887054061,0.0,43.37689956650364,33.20792517037505,0.7867833811626606,44.03350677297549,55.966493227024515,0.125,0.203125,18.615956108294334,45.38672523734398,0.41016301596875765,0.003302528653050807,0.006044462847515603
2ea4_Video2,55.58248864657895,49.42339373970346,68.80733944954129,3.6949856168402526,19.383945709837832,54.82758620689655,1083.9433962264152,53.02155810217921,67.49784485569712,0.06227063617037629,67.48427672955975,131.32075471698116,53.03978740171427,1087.0,1046.0,1142.0,872.0,1214.0,2.7413793103448274,7.032295564233801,-1.7690065388022396,7.050478975831411e-05,0.7399440123549549,33.28899260473497,4.833473352289707,-0.0018675842479882155,-0.08169529517201274,0.052601200633346584,-0.9741549063690452,0.22708266156632728,600.3285023428352,174.88112975213025,274.78670031323543,0.0,134.63892676856145,16.02174550890809,0.636425014575958,38.89118101392949,61.1088189860705,0.05357142857142857,0.17857142857142855,18.745951641563725,43.555342333690696,0.4303938538226907,0.0055579251009687525,0.008569032725101403
2hpu_Baseline,85.58073271549381,76.53061224489795,93.16770186335404,4.05425393658981,16.637089618456088,84.0,702.6904761904761,16.469416797511894,33.78995912794925,0.048086547737399406,0.0,21.428571428571427,16.471954990371337,700.0,672.0,726.8,644.0,784.0,9.333333333333334,5.206732335073043,-2.6048547744091732,1.0112053744498661e-05,0.8202447683307329,13.586510248771265,2.753055419769203,-0.01734794205792968,-0.12203437730971886,0.037576918599081716,-1.0362956007509172,0.8198081973458562,92.24280142353402,10.469749700880289,80.86981363617082,0.0,0.0,0.9032380864829173,0.12946424914471993,11.46244772623445,88.53755227376556,0.1415929203539823,0.17699115044247787,5.822818149854146,22.737001968775218,0.2560943680196112,0.0021542796161622135,0.0175957618903796
2hpu_Breathing,76.46487513884178,61.34969325153374,94.33962264150944,7.637096513352847,32.98992938997569,75.33333333333333,792.6106194690266,40.374151368981515,79.8870811078665,0.10078981929535996,57.07964601769911,189.82300884955754,40.3753500156827,784.0,712.0,870.0,636.0,978.0,3.9649122807017543,6.191128049471182,-3.0606442974036754,-2.7946097593988126e-08,0.8221221462056341,15.416309483130004,2.7533743126485506,-0.01077117169219615,-0.11753291969004334,0.04040745897097201,-1.0235392959536482,0.5421720015226398,1431.9018101070585,184.85520310877823,1207.206444235999,0.0,24.33946932293979,15.500693439341529,0.15312642174120183,13.279239713368415,86.72076028663159,0.078125,0.21875,14.27441810882948,54.75964414749693,0.2606740480340022,0.0005328442912619913,0.00624657552007365
2hpu_Counting1,111.41450667524393,60.24096385542169,124.48132780082987,12.788032874565324,64.24036394540818,108.0,547.5925925925926,69.81192056981821,80.71199794204689,0.14739424717181374,1.8518518518518516,9.25925925925926,69.85886974638933,522.0,494.0,576.4000000000001,482.0,996.0,6.0,4.617576654311885,-2.335967701115668,-0.00025957964485511317,0.7914918859841236,9.58021628551504,2.3674601810933087,-0.047331879419803144,-0.19081105873797252,0.04222205248006828,-0.9814152112635924,1.555306623374924,572.5595059957324,94.6223593849088,368.7909068222265,0.0,0.0,109.14623978859707,0.2565745457236042,20.418569403365925,79.58143059663408,0.10619469026548672,0.3185840707964602,24.68224122128754,50.20353716303932,0.4916434700832,0.005211144982287141,0.009519760340595778
2hpu_Counting2,94.2084984374046,79.15567282321899,112.35955056179775,7.252617887957401,33.203877738578754,93.0,640.7311827956989,23.8701096793848,50.17456404489847,0.07830829120251658,4.301075268817205,30.107526881720432,23.870119578578826,638.0,594.4,678.4000000000001,534.0,758.0,7.75,4.4612057209759115,-2.4779574696660323,0.0008243953322039107,0.8050802447988944,11.042121276559133,2.44852307413164,-0.024304800716217923,-0.14966099120208354,0.042987889060079214,-1.0322911598546507,1.2417045524662365,392.63759880897175,311.36567686553377,72.32553981557118,0.0,0.0,8.946382127866771,4.305058457351451,81.15006633688915,18.849933663110846,0.14035087719298245,0.17543859649122806,8.439358210979819,34.6463593329567,0.24358571502062665,0.003794030879224586,0.012798313143309509
2hpu_Counting3,97.7938954589643,68.18181818181819,114.94252873563218,12.707174127668978,46.76071055381399,95.0,625.2210526315789,18.28104124470194,90.7128702001243,0.14508927653397213,0.0,22.105263157894736,18.376673465553402,588.0,546.0,706.0,522.0,880.0,5.0,4.9242594896676515,-2.5173089240215085,-7.122986067485577e-05,0.8271192938493848,11.205713705214594,2.52845036837504,-0.029188395513193528,-0.16661075853291274,0.04111206454298871,-1.038615194737429,1.2531176121543135,333.39345719942526,173.87225073236004,153.7666863846285,0.0,0.0,5.754520082436672,1.1307537075842289,53.06825014826496,46.93174985173503,0.10526315789473684,0.21052631578947367,6.4633241156398515,63.51610867777023,0.10175881756909215,0.004699812608202958,0.012041743754393701
2hpu_Math,101.84835432498308,73.17073170731707,117.6470588235294,10.700712896164335,44.47632711621233,99.0,596.5050505050505,15.480866453650727,70.9271035281749,0.11890444761217386,1.0101010101010102,14.14141414141414,15.676578135575898,570.0,546.0,656.4000000000001,510.0,820.0,5.823529411764706,4.62240435449972,-2.3847427590223633,4.811214599735031e-05,0.8217878307074142,10.583552824197463,2.4645502039528204,-0.03279837288295491,-0.16162662489576732,0.03741575189311353,-1.0275951340363847,1.4054018012587723,79.49079923277034,41.92447812643497,30.369365392606813,0.0,0.0,7.196955713728558,1.3804858147164696,57.99176815850481,42.00823184149518,0.1415929203539823,0.17699115044247787,5.473312824009883,49.160076162436354,0.11133654077192194,0.003135508921011443,0.01227009259181436
2hpu_Reading,95.12897561513793,82.41758241758242,114.06844106463879,7.271653964824322,31.650858647056367,93.0,634.3655913978495,20.69312872814419,47.85367143502721,0.07543547771810852,2.1505376344086025,26.881720430107524,20.69341420124644,636.0,584.8,668.0,526.0,728.0,7.153846153846154,4.716615088324263,-2.4462380769922665,7.355072323463476e-05,0.8178305061832024,11.22519970460561,2.5268030520249143,-0.025914325812815137,-0.14255270995740416,0.04312290209405992,-1.0596116641835027,1.2238606951180881,293.5464427203912,96.08890320056864,195.84179810035417,0.0,0.0,1.6157414194684168,0.49064553191719734,32.91497015297476,67.08502984702524,0.1415929203539823,0.17699115044247787,7.316125823818456,32.87580006861017,0.22253833544887314,0.004291420634365828,0.013636574949545508
2hpu_Relax,70.00458752140827,61.98347107438016,81.9672131147541,4.155177575593153,19.98374204037394,69.2,860.0231213872833,26.26291950734373,49.63403104378875,0.05771243796762726,17.341040462427745,91.04046242774567,26.263424031539856,864.0,822.0,899.2,732.0,968.0,4.325,6.074578173320762,-2.949723362445302,-0.00014252134318321137,0.8343032459575895,17.05776371132316,2.9866556327465696,-0.011122765477455672,-0.11283822158187905,0.03400220397750409,-1.0827687173851483,0.5579027636757994,137.00204398811113,23.753053365083755,56.408736577628645,0.0,53.87149436511626,2.968759680282468,0.4210882002718719,29.631390943314596,70.3686090566854,0.125,0.296875,9.285344238699606,33.576466816071196,0.2765432196771587,0.0030116175230006093,0.005574495699126422
2hpu_Speaking,93.7594102098252,69.76744186046511,104.8951048951049,8.594640178433686,35.12766303463978,92.0,646.1086956521739,22.202393171202967,67.75554790725052,0.10486710419344988,2.1739130434782608,23.91304347826087,22.324283333930932,622.0,598.4,677.5999999999999,572.0,860.0,5.411764705882353,4.971804126622536,-2.518930502461494,0.0007349099306977747,0.8186742448631712,12.436655215033749,2.6520798635316405,-0.023018902279536797,-0.14577638344960822,0.04057097401955098,-1.0464811093520336,1.0895299762634574,141.5265455533082,85.63167291508873,50.21121863946815,0.0,0.0,5.683653998751348,1.705429090059539,63.03728662953082,36.96271337046919,0.14035087719298245,0.17543859649122806,7.849731384963756,46.17289899778525,0.17000733233883103,0.010126133743235677,0.005878911699775997
2hpu_Stroop,83.32985519951559,68.96551724137932,98.03921568627452,7.1194427899785575,29.0736984448952,82.0,725.390243902439,21.945797912802547,63.102463346753076,0.08699105602423847,3.6585365853658534,31.70731707317073,22.06052281036573,720.0,672.4,767.6,612.0,870.0,4.1,5.122148081966112,-2.7878064455103244,-2.4059483087440962e-05,0.8157042856577558,13.411684980180176,2.6511077765651057,-0.02095029939148478,-0.12947953551839014,0.04243774567316669,-1.0547378700690602,0.7909837443828753,297.09181000919267,135.9072579915162,157.8704301088764,0.0,0.0,3.3141219088000486,0.8608784931908201,46.26194006437706,53.73805993562294,0.07017543859649122,0.17543859649122806,7.759011261346131,43.51764292963833,0.1782957609604757,0.004950993742702359,0.013503581034673546
2hpu_Video1,73.34810759575034,65.50218340611353,83.56545961002786,3.8283436219814138,18.063276203914327,72.83236994219654,820.2,27.08592113005003,41.89667562672996,0.05108104806965369,16.476190476190474,124.94444444444443,27.08625244972687,822.0,786.0,860.0,718.0,916.0,4.5520231213872835,5.560174016791398,-2.748809511815666,1.3382146612985248e-05,0.8262330929201943,16.611714334967534,2.9758244676153645,-0.0118582362768156,-0.10415257032618593,0.031132609723521668,-1.0558383524369064,0.5205139057723962,198.17396106535622,49.726599402937424,104.20812404222546,0.0,38.61742901582951,5.62180860436385,0.4771854388510827,32.30369229893205,67.69630770106797,0.046875,0.203125,9.576319252871183,28.076329568603246,0.3410815943541295,0.003266804623751618,0.004030980317654254
2hpu_Video2,73.28994865341625,60.97560975609756,89.28571428571429,4.89960973907419,28.31010452961673,72.41379310344827,822.2285714285714,29.682731363080745,53.64011596572408,0.0652374751129454,13.80952380952381,67.66666666666667,29.682734850438543,822.0,791.6,854.4,672.0,984.0,4.827586206896552,6.214756825696068,-3.0682422603129784,4.8394455391207184e-05,0.8301079593749339,16.65157074802241,2.9673925623053337,-0.011422559089358419,-0.10828571399294595,0.03341456239186442,-1.0604113469597563,0.5418395314371592,1229.051316831106,614.656780132768,582.8951718139394,0.0,13.80442189823591,17.694942986162612,1.0544894002466825,51.32610565525769,48.673894344742294,0.10666666666666666,0.19555555555555557,10.494430315486504,36.58886644550059,0.2868203181729623,0.0005323068867402192,0.011639316657018815
2z7d_Baseline,91.95768094746535,84.50704225352112,104.52961672473867,4.474519759644967,20.022574471217553,90.0,654.0,20.108580399448908,31.42256796918065,0.04804674001403769,2.2222222222222223,27.77777777777778,20.108693407623424,648.0,628.0,686.0,574.0,710.0,12.857142857142858,4.436119591550915,-1.901143495387169,-0.00015058783878713544,0.6340994227631904,14.346398575856433,3.016661677413421,-0.02073814035896564,-0.17788870350786878,0.06143126920922591,-0.8295425113904595,0.6250517156692855,146.56596878319613,8.30954223705531,128.42184438195102,0.0,0.0,9.834582164189806,0.06470505292184675,6.077274898271414,93.9227251017286,0.07079646017699115,0.24778761061946902,7.109456780242608,21.068047930589234,0.33745208875855115,0.010755683735773403,0.005797117684325958
2z7d_Breathing,84.99493742249435,55.04587155963303,107.52688172043011,11.37290209906914,52.481010160797084,83.0,720.0,84.8631691559321,106.63317747377037,0.14810163538023663,120.48192771084338,208.43373493975906,84.8631726045882,686.0,635.2,807.6,558.0,1090.0,3.4583333333333335,4.2055049063064605,-1.8961364145129895,-9.458017419820067e-05,0.634333359024492,11.79638407843853,2.6787027936403582,-0.00835822576356369,-0.17192533558171907,0.048169038513031455,-0.8824442795230356,0.7186675623609629,2155.6069883543887,107.0371434033093,1904.9060036972064,0.0,119.25677026651952,24.407070987353485,0.05619024938530424,5.320087874131255,94.67991212586875,0.109375,0.265625,30.003661191570323,69.24393743630658,0.4333037996166657,0.0013388062294468206,0.007874056430905883
2z7d_Counting1,89.47464625398081,68.80733944954129,103.09278350515464,9.113768879615758,34.285444055613354,88.0,678.0454545454545,38.21276079869615,73.66445872562184,0.10864236052582159,14.772727272727273,55.68181818181818,38.22438290248598,663.0,612.0,743.2,582.0,872.0,6.285714285714286,5.450011694576251,-2.4089620299645502,-0.00023553210696153272,0.6621165481396233,14.088086357704395,2.939235228758789,-0.01621925410193914,-0.1737133436648736,0.04794540484175668,-0.8814118597013563,0.7355438692574033,1539.000811425859,239.1072005933122,1287.643228207611,0.0,0.0,12.250382624935924,0.185693673026299,15.661184440020223,84.33881555997978,0.10526315789473684,0.21052631578947367,13.510251144308759,50.37986237014678,0.268167686625409,0.000994780359922398,0.016529301951210582
2z7d_Counting2,85.70990808474698,66.96428571428571,102.04081632653062,9.614748500283229,35.07653061224491,83.0,709.4216867469879,42.678745439786525,84.10866758794806,0.11855948184164412,16.867469879518072,42.168674698795186,42.71288147505901,682.0,636.8,807.2,588.0,896.0,3.9523809523809526,4.434085120362144,-1.947985842494374,3.310419325948626e-05,0.6107038004569529,14.981286640123773,2.9624698260325317,-0.016207431706786866,-0.1582820852655851,0.05969197136608942,-0.7960816274030705,0.6113988976183669,604.904049129448,129.60078813541318,435.2499610083958,0.0,0.0,40.053299985639036,0.2977617455384751,22.944253562885383,77.0557464371146,0.1415929203539823,0.24778761061946902,15.089215156503746,57.372456377111874,0.26300451661545776,0.0007080528397134245,0.020619287202735703
2z7d_Counting3,87.7189556033015,62.24066390041494,105.63380281690141,10.26406441518857,43.39313891648647,86.0,694.3255813953489,45.616460332726355,89.16661199366847,0.12842190232207074,20.930232558139537,51.162790697674424,45.685884034349165,678.0,624.0,756.0,568.0,964.0,3.44,4.694025564847383,-2.447158629935859,0.00020897525247368378,0.6141019603842458,17.51689108508373,3.182858852172856,-0.01650892804269532,-0.15086997842457242,0.06795352222460525,-0.787976606126124,0.5542084326758908,545.9557499636902,183.3005699579107,361.10144049793035,0.0,0.0,1.553739507849163,0.5076151723603033,33.670075869930876,66.32992413006913,0.07017543859649122,0.24561403508771928,16.127854217498978,60.59665047214166,0.26615091909929084,0.0034074137522774883,0.020733292789132846
2z7d_Math,93.83394617908216,52.63157894736842,174.41860465116278,18.397000382334166,121.78702570379437,90.0,658.4,91.53594340880765,104.55033875283873,0.15879456068171133,22.22222222222222,52.22222222222223,91.53693918825917,663.0,613.6,710.0,344.0,1140.0,3.2142857142857144,3.627556538815082,-7.6063150081079165,-5.39414556919823e-05,0.5618390016788359,18.6916805503041,0.9219156008637837,-0.01901893014883338,-0.143843040084102,0.07106433938021893,-0.670571885717789,0.7148673378207562,1661.749393262456,301.8760774795974,1303.8271677146383,0.0,0.0,56.04614806822019,0.23153074652427202,18.800240852915547,81.19975914708445,0.07017543859649122,0.24561403508771928,32.36284315333798,66.89162378171896,0.48381009943703185,0.0024892295324856484,0.021353124470568946
2z7d_Reading,87.23950135772218,58.93909626719057,103.80622837370242,10.452103382568342,44.86713210651185,85.0,698.8235294117648,71.44847341785196,93.57138532825692,0.13389844701854947,24.705882352941178,49.411764705882355,71.45761314367054,682.0,618.0,760.4,578.0,1018.0,2.9310344827586206,3.5059374700448735,-1.7929549115836763,-0.0003792775547373955,0.47739948713697467,16.05789876311452,2.9628251560246404,-0.017047811586792153,-0.13158983135937985,0.061227938816022016,-0.6264720933306617,0.5063722431466363,1856.3778659228337,153.7008324805945,1659.655587815568,0.0,0.0,43.02144562667136,0.09261007742148172,8.476040934936092,91.5239590650639,0.14035087719298245,0.24561403508771928,25.26085002959495,61.44362357113242,0.4111224006889961,0.011819748472958302,0.0317486983145803
2z7d_Relax,80.2412610723497,50.42016806722689,103.09278350515464,10.8270743597929,52.67261543792775,78.4,762.5510204081633,84.46169352187906,111.58076807891769,0.14632564260315714,73.9795918367347,161.98979591836732,84.46331323155209,736.0,662.0,850.0,582.0,1190.0,2.703448275862069,5.04640069136144,-2.4201645416917,0.00016440922519012007,0.5707650853931983,19.39047841313827,3.227630649749482,-0.011214324917339813,-0.12777197726965464,0.05606279073971024,-0.7417748341027045,0.5468135112897159,2658.6167192404396,572.9034515938063,1781.7735607378536,0.0,194.20772338364822,109.7319835251313,0.321535499357483,24.33044738592419,75.6695526140758,0.125,0.234375,29.861718119910282,72.91571873151088,0.40953745830671484,0.0016376181512245402,0.009216655104923952
2z7d_Speaking,91.04179325369581,67.56756756756756,107.14285714285714,10.066150014809999,39.575289575289574,89.0,668.0,40.14343472150421,81.72851743300959,0.12234807998953531,14.606741573033707,38.20224719101123,40.1434926233381,644.0,599.2,717.6,560.0,888.0,5.235294117647059,4.649707070335679,-2.0960357141100765,-0.00034839291764041607,0.5567586875927963,15.889166188134407,3.024168811068811,-0.020615706468802793,-0.15865988819526528,0.06697966919954237,-0.709640746714561,0.6038217154082247,1516.7094784543854,367.21069386713623,1126.322748403201,0.0,0.0,23.176036184048094,0.32602617179466054,24.58670716532032,75.4132928346797,0.14035087719298245,0.21052631578947367,14.192847455847565,56.3262562769592,0.2519756929354683,0.0029035952866980352,0.01924369839262708
2z7d_Stroop,88.44505352126068,71.94244604316546,101.35135135135135,6.343202909173392,29.408905308185894,87.0,682.0229885057471,27.436183882721583,50.95726787897408,0.07471488313116396,3.4482758620689653,43.67816091954023,27.436183882721583,672.0,637.2,726.0,592.0,834.0,6.214285714285714,4.534044973321125,-2.2535359042943837,-0.00017092209954807549,0.6226401311548504,16.042771622456215,3.081098304324489,-0.018843146233428414,-0.15692412283183774,0.061750197517319305,-0.8082133592274404,0.5981014481063659,539.4133366257743,35.611577285054935,497.1040423955408,0.0,0.0,6.697716945178463,0.07163807623338367,6.6849132950910715,93.31508670490892,0.10526315789473684,0.24561403508771928,9.700155836676746,34.90666299845057,0.27788837440884323,0.0015100404040215842,0.021164811192043272
2z7d_Video1,88.24437643890953,67.56756756756756,102.38907849829351,7.272123033753301,34.82151093072595,87.39884393063583,684.8571428571429,35.18633255629129,60.20121212270633,0.08790331348747274,34.32539682539682,124.71560846560847,35.187375497787706,678.0,634.0,722.0,586.0,888.0,5.1411084665079905,4.193204784633486,-1.992248138278439,0.0002744977066522589,0.643658090974827,12.751492426686665,2.8280146475529966,-0.013790542708135617,-0.1884280117192353,0.04897799168571885,-0.8850173683726357,0.7120750897190444,1287.411340931604,192.0160113670568,975.2941743256658,0.0,92.18414865703488,27.91700658184635,0.1968800967152498,16.449441949579818,83.5505580504202,0.046875,0.28125,12.440247177819279,40.75542927995484,0.30524147083240005,0.001246251914404528,0.0048341118089396855
2z7d_Video2,84.94940310121773,56.074766355140184,101.01010101010101,7.929068135250876,44.935334654960826,83.79310344827586,713.3703703703703,52.907420016306915,76.714790764787,0.10753851568710082,23.86831275720165,79.95884773662551,52.90751335060172,690.0,664.0,752.0,594.0,1070.0,4.655172413793103,4.479146463851851,-2.088996500051341,-5.9807331949354253e-05,0.6631984085149867,14.045552062084287,2.977603737914739,-0.013230045283857256,-0.1817020647655074,0.04779352595995331,-0.9132052891237821,0.6099474740144384,1138.5254848046586,252.79741628328378,797.3355549837906,0.0,45.223502356716644,43.169011180867486,0.3170527323197358,24.072895833206935,75.92710416679306,0.05309734513274336,0.1592920353982301,18.705597734307748,51.07588205212409,0.3662315163782832,0.0016095003504106309,0.0076684692018930125
