,max_eda,min_eda,mean_eda,sd_eda,ku_eda,sk_eda,median_eda,dynrange,scl_slope,max_scr,min_scr,mean_scr,sd_scr,max_scl,min_scl,mean_scl,sd_scl,nSCR,aucSCR,meanAmpSCR,maxAmpSCR,meanRespSCR,sumAmpSCR,sumRespSCR
2hpu_Math,1.6196236579052912,-2.415129729289718,5.6754154738147614e-05,0.9867089879873703,-0.05394826827589583,-0.8406713477235472,0.12826469088724757,-0.6706155939629866,0.02734876973725725,0.9655079288616624,-1.0647939099234538,-6.174034182339862e-05,0.34739056835085264,1.1071922396326734,-2.2646782101187144,0.009630966958107699,0.9052436434617481,16.0,-1.7802115414178559,0.7078331956896217,2.030301838785116,0.872125,11.325331131033947,13.954
2hpu_Reading,3.0845196890863478,-1.662660154059186,3.471728130640865e-05,0.9783782032455939,0.8507354764988313,0.899096121548483,-0.1780597979592585,-1.855171474192042,0.024787647733379,1.65268345463688,-1.8256946836796253,-0.004058781298272543,0.4313940315601495,1.5638499419115155,-1.4157597943301137,0.01097986563286266,0.8244014092296528,11.0,-121.76377209243674,0.600339727041181,1.2549807993295843,0.5826,6.603736997452991,5.8260000000000005
2hpu_Relax,3.182278551139952,-3.36151042022896,6.806718742118088e-05,0.980974122068712,1.7064033153671998,-0.4835516091299824,-0.003893333102449196,-0.9466811502322221,-0.003619146514706189,2.101456785703714,-2.7061688775253234,-0.002174848740388088,0.6139259852704327,1.1516988556107288,-1.5625423581952738,-0.015236953759091336,0.6605392110347085,6.4,-163.22286118562738,1.2331613066014262,4.807625663229038,1.6566666666666665,7.8922323622491275,9.94
2hpu_Speaking,1.9288848824534277,-2.4725478991585295,-6.139267401569365e-05,0.9913764753106085,0.19653417029288844,-0.8655003949958086,0.26800377237892403,-0.7801203297658565,0.03629398838595639,1.017720746805903,-0.8242738785030246,-0.003160538032451791,0.29577684484353883,0.9679411566904579,-2.343662004894164,0.007884348054781125,0.9122346653304225,15.0,-94.76965200611193,0.4612942716370572,1.529835628260253,0.7412857142857143,6.919414074555858,10.378
2hpu_Stroop,2.5339355582313354,-1.9596502942339198,-4.431247893905947e-05,0.9900443319246588,-0.6369529703972323,0.16265185935750265,-0.10018768152549809,-1.2930549729649183,0.011240228228366424,1.3902132348022742,-0.7945862324428277,-0.0022608360279670545,0.3570295313611888,1.3072982535828273,-1.40555972840922,-0.023163245323298443,0.8613627308199557,12.0,-67.87113476552665,0.5839471842545051,1.6361758194853089,0.6713333333333334,7.0073662110540615,8.056000000000001
2hpu_Video1,2.441366956737431,-1.1898606129428004,-8.964583275074786e-05,0.9977948821321464,-0.8478450321683622,0.6888150879485139,-0.38240548237293215,-2.0518092036842583,0.016227460182050308,0.6257160372508467,-0.5949968870728929,0.0015701867671787443,0.19759768967456134,1.9343527679350772,-1.0057035910726733,-0.0004828327430375457,0.9730330323978041,11.098265895953757,135.8638714989837,0.4044489444189059,1.0278714921752234,1.114142857142857,4.348410616295751,10.819421965317918
2hpu_Video2,3.882491837207659,-1.9425156430989368,5.9130243273275166e-05,0.9930885971651952,1.9748819155244277,1.0034713785134484,-0.0659735070830782,-1.9986927008803064,-0.008086218515756135,2.3106827775328553,-1.5580617619826806,-0.00016128124855285057,0.4604503607091772,1.6550906392742564,-1.521340355203781,0.00546849355970844,0.8179030529517455,4.137931034482759,-9.354238059092467,0.7619126700590335,1.6392941005768424,1.2862857142857143,3.1527420830028974,4.657241379310345
2z7d_Baseline,2.2423103494668473,-1.4186773094518612,-4.3370222757008985e-05,0.9968304083307677,-1.1635246817068565,0.21930672839402857,-0.022943088179246028,-1.5805640468960596,-0.051578761298206544,0.9038998726564749,-0.4990165191708945,-0.004790168102254536,0.2823891382988135,1.3415401654536991,-1.25968861358697,0.010002986796940908,0.9386279541947331,8.0,-143.6835402689432,0.7115850110913977,1.1638753514528974,1.242,5.692680088731182,9.936
2z7d_Breathing,3.5738006629835155,-2.25298425117009,6.994728222687425e-06,0.9794956330510893,1.6267231278402736,1.1147392644001064,-0.17189788789030486,-1.5862519505528978,-0.0009153114743219946,2.2206578315446484,-1.5702887385264028,-0.0021581216998933597,0.5993014054273113,1.7429760585235363,-1.063790692064027,0.00486844685333738,0.6667472860522428,7.333333333333333,-194.07749999444343,1.4653746021616152,3.23249403680971,2.2711999999999994,10.746080415851845,15.14133333333333
2z7d_Counting1,1.8611041625505882,-1.5124598549312256,-7.423322524916027e-05,0.9927419208783691,-1.365527982694983,0.36948056325944106,-0.3195660745718995,-1.2305147515040762,-0.030862039685325526,1.3647277963493782,-1.4203017926194592,0.015899001529135204,0.4806898526460614,1.2680747995991564,-1.061914673114127,-0.017954997638416324,0.8351902926080368,8.0,477.2933002096254,0.7670918916901063,2.401380208995695,0.9649999999999999,6.13673513352085,5.789999999999999
2z7d_Counting2,2.1270153595469443,-2.2601442150218074,-6.645505463387357e-05,0.9892905368196553,0.022075079105442708,-0.28652248449427414,0.11909205114226959,-0.9410971854848746,-0.016754876116173077,1.488685110221472,-0.7643024833038999,-0.0037717637609771828,0.5043360735032826,1.0363179721084035,-1.3687722318947746,0.043773037239227534,0.7240910473136486,8.0,-113.15935820811467,1.2657287585705141,2.048072803820088,1.5637142857142856,10.125830068564113,10.946
2z7d_Counting3,2.9659851336946277,-1.5822415398618204,7.525198693368414e-05,0.9509175760182942,0.20525445537268183,0.9029771761457525,-0.24982692780369214,-1.8745463691679158,-0.008824595075874204,2.483223451413067,-1.1979771891660147,0.009761103024087888,0.6740778267938219,1.205566785678482,-0.7813583700646811,-0.037690257915817774,0.6264575327926016,14.0,292.9404384052932,1.4217044785763115,3.681200640579082,0.8144615384615383,19.903862700068363,10.588
2z7d_Math,3.4410498246627323,-1.5419476325678398,-0.00014394492863933314,0.9834190182986317,1.1675274203927755,0.9153121794998204,-0.008504016551217564,-2.2316256090566937,0.011622012124768221,2.6129209558383533,-0.9866283712158649,0.0010801123645685787,0.5782848091310733,0.9222044235942652,-1.192019964339577,-0.014750725365684503,0.7208991009180584,7.0,32.42957139108634,1.3101878349028409,3.599549327054218,1.4254285714285715,9.171314844319886,9.978
2z7d_Reading,2.0930554407422006,-1.8169844727044355,3.956938252006997e-05,0.9933506703928913,-0.8417220565362524,0.0983128095157876,-0.16234365881022822,-1.1519390903912654,-0.03025228836785702,1.013593207730884,-0.7722441111795751,-0.004964492506859752,0.3433863701234112,1.4587995590715106,-1.3454609086594436,0.025005094570581272,0.8594833216474242,11.0,-148.98228770387686,0.7574071559511947,1.4245913974626103,1.1401818181818182,8.331478715463142,12.542
2z7d_Relax,4.132599693753926,-2.032373733290626,-6.282063306142163e-05,0.9825657613779714,2.775583929117877,1.3477942267477427,-0.1574902038131811,-2.0333857036534386,0.0003408311773304185,3.305114951050198,-1.8243654235699744,-1.208093662512283e-05,0.6613855940491863,1.1489727433417825,-1.2955522033249742,0.001847492427622095,0.5999587866713995,5.6,-0.8980724372073041,1.738958219712641,5.129480374620172,2.4894285714285718,9.73816603039079,13.940800000000001
2z7d_Speaking,2.0564312346178313,-1.2919994675401667,1.8323597123071523e-05,0.996562105154817,-0.8492889552178964,0.7591659937102867,-0.3961368025843236,-1.591665698232108,-0.0029383618266440106,0.5855694878882886,-0.49753157635347395,6.446998897121432e-05,0.24395475731562055,1.7264046691651025,-0.9334094430674372,0.003015549627496997,0.9250106866941944,9.0,1.9332281541921645,0.5581817915338748,1.030893413639001,1.2968888888888888,5.023636123804874,11.671999999999999
2z7d_Stroop,3.1222798556298588,-1.693475304272129,0.0003040755466960036,0.9824639662807725,0.9193330016562293,1.0546611773596473,-0.21685083412744094,-1.8437114776656534,0.010205358831736993,2.163219770962858,-1.208015651480474,-0.01850861045641988,0.6373277782854874,0.9917654235347361,-0.9466521512673111,0.0200888299010674,0.6524372555176299,8.0,-555.4766780414211,1.5218576083012234,3.371235422443332,1.3142857142857143,12.174860866409787,9.2
2z7d_Video1,2.37611953443029,-2.227248369523654,-4.156141283982639e-05,0.9974056688295974,0.054783522543810026,-0.5785753537538147,0.16693241610316306,-1.0668408458363696,0.012292492755232712,1.3473124585246292,-0.7708154780791565,-0.0002761050277242588,0.26647937247080644,1.3477044978508301,-2.104816593685595,-0.001413932499204498,0.9415553449780016,5.5491329479768785,-23.894186289711456,0.5996111493932746,1.9210996676552448,2.053,3.3273219850725066,11.392369942196531
2z7d_Video2,3.9719880688258624,-1.666568017069911,4.4086610276626113e-05,0.9894228671005229,3.721827421992523,1.6772012589781702,-0.14182803027056418,-2.3833339102530258,-0.013421177980635598,2.2337217656249955,-1.7404868597637444,-0.004670852562947412,0.5326624216681757,1.8282437567742342,-1.2568066810145846,0.012020225491400891,0.7365791071134942,5.172413793103448,-270.9934362447475,1.2605253834609091,3.97420862538874,1.3880000000000001,6.519958879970219,7.179310344827586
37ir_Baseline,2.496715623614681,-1.61102637707523,-1.3207415863871574e-05,0.9935570931657594,-0.8597602435586387,0.15387119620430229,0.007772347267696688,-1.549767067220459,-0.037830238073100486,1.4751217887939327,-0.9315401980151908,-0.007133455492415366,0.3759985559335631,1.2682021682513818,-1.4623018072690634,0.014289745960465946,0.880976341974392,4.0,-214.01559546285768,1.2993134275304898,2.4066619868091235,2.2279999999999998,5.197253710121959,8.911999999999999
37ir_Breathing,1.8532445863151494,-1.8250137400048716,4.368546654408823e-05,0.9986075456934714,-1.1154675588370218,-0.35474812114602844,0.18831598189582216,-1.0154688404210055,-0.01664966428157683,0.8317980951027166,-0.4914129749395555,0.002639557141155776,0.14371632329593617,1.3963163322837595,-1.6647854650053764,-0.0011999679946772732,0.97780473412947,3.6666666666666665,237.7454958562032,0.4985422898030512,0.9410690279294144,4.307454545454545,1.8279883959445211,15.793999999999999
37ir_Counting1,1.9109001193804191,-2.275031705925138,-1.5312199826530558e-05,0.9967744999161726,-0.6370612932764006,-0.08092595037766058,-0.04365316884539715,-0.8399443904028382,-0.015019118622600181,1.1753346635002244,-0.8993108505014806,-0.006849250678453488,0.3492627233269205,1.249015792108303,-2.0600956939513044,0.0056450663722037156,0.8470321343340373,5.0,-205.37004148786056,0.9359886806826522,2.074645514001705,1.8236,4.679943403413261,9.118
37ir_Counting2,2.425165926158612,-1.2176739971499253,-0.00010390117689927745,0.9973747403044957,-0.5442293495296169,0.8559903597722528,-0.44087055189269236,-1.9916381000456027,-0.043214986246378734,0.6840777569299104,-0.8746994280366058,0.020035374816670063,0.23111015816095648,1.7870403401463049,-0.8705926357362985,-0.015935705105799086,0.9190462194212263,9.0,601.4970896025736,0.373361109711822,0.9843349688495073,1.3994285714285712,3.360249987406398,9.796
37ir_Counting3,2.706752303902115,-1.4923560681169223,-8.382435958368054e-05,0.9948763492078954,-0.604466716183556,0.662199509971321,-0.4220174895728841,-1.813744294495037,-0.025283884979825703,1.152906539561428,-0.7128512860225968,0.007756903388129566,0.333752634498373,1.5580372184711553,-1.1590048467405993,-0.014505514429486933,0.9281262657870712,9.0,232.87323623029013,0.8211956469230475,1.8657578255840248,1.1494285714285712,6.56956517538438,8.046
37ir_Math,2.1937688029782434,-1.6648773877365635,-5.214493720280491e-05,0.9956095587236123,-0.9482764316860819,-0.03054596372244598,0.1689760274998865,-1.3176758956169854,-0.024376491060624377,1.132176384629259,-0.7553594738065883,-0.0069446108534861745,0.34462321788603567,1.0618052492707102,-1.3924337907505828,0.010501886285328298,0.8775158463058939,5.0,-208.27420615476322,0.9836247182915386,1.1658030822927874,3.5027999999999997,4.918123591457693,17.514
37ir_Reading,2.1353802779781867,-1.5138067930386314,9.550183489955089e-06,0.9981825318961715,-0.7952778843529815,0.41905431255564757,-0.09932326773036437,-1.4106029169626624,-0.026031197816005963,0.9004834815618098,-0.8623326688971773,-0.01282979566266863,0.27229104410979105,1.5866482533779807,-1.386843504766139,0.018621837758587785,0.863091233732169,5.0,-384.9025010500752,0.47967568267564964,1.2561365397865196,1.3395,2.398378413378248,5.358
37ir_Relax,2.2543970191856504,-1.2697789274377935,-1.010950556938648e-05,0.9989472820961833,-1.2341269910720067,0.23586930115605215,0.17487197134415272,-1.775424816455771,0.019899145627074386,0.6060770916813842,-0.409666458305196,-0.0008565342111687556,0.1661693375552225,1.7810373340157588,-1.1990565825866812,0.0005272302273671706,0.9749822912869114,6.8,-64.25646403249743,0.4083929705199108,1.0157435499865803,1.7318666666666667,2.7770721995353935,10.391200000000001
37ir_Speaking,2.319690095302706,-2.157789508049171,-3.758984428307789e-05,0.99315909208191,-0.4196110654021856,0.022837139563482572,-0.07151532267168934,-1.0750307602523785,0.0017146060970951317,1.1665255759238806,-0.7971615839906929,-0.01078466498053008,0.34656812488338934,1.2557508531270796,-1.7983827171612172,-0.02733641712477641,0.7923610916033162,12.0,-323.49926488935773,0.6687336865520953,1.803523338691868,1.0348333333333335,8.024804238625144,12.418000000000001
37ir_Stroop,2.6662615763185373,-1.5613896628637716,1.8913417799012677e-06,0.9900968081476963,0.14395084728793384,0.6754256294007929,-0.04037352807401684,-1.707620871159286,-0.03064952099046929,1.2451313332063116,-1.0041334848884427,0.020260638787805218,0.4525767058666981,1.576169376915097,-1.214700331710382,-0.014688769291287387,0.807358778047092,9.0,608.271946372467,1.0308856469317602,2.2492648180947543,0.9750000000000001,9.277970822385843,7.800000000000001
37ir_Video1,2.370059269428388,-1.7612321210364645,-2.834235519769913e-05,0.9972803665279169,-0.9709386213870812,0.07651437210042328,0.023592035506864152,-1.3456825145987206,0.001874565950012608,1.3954982661638473,-1.1461360786811752,-0.001840163222406373,0.25137605559311593,1.780665572086413,-1.5796204313998354,0.007897702550342502,0.9278398845383697,3.121387283236994,-159.04350828041538,0.7449802331528581,2.5416343448450225,6.678666666666667,2.325371826026262,20.84670520231214
37ir_Video2,2.3881330151563387,-1.5271159591800225,1.2713726035846368e-05,0.9994991618696428,-0.7732319110855861,0.36218730775251323,0.0005507735260418234,-1.5638190412459805,-0.029064283765246307,0.5757081009122313,-0.2731415744584734,-0.0003000049066787576,0.08313922084222834,1.8257163595123242,-1.4500245393743947,0.0020081601356746453,0.99263736668694,2.0689655172413794,-17.394920980100125,0.443620398656185,0.8459465305412667,1.532,0.9178353075645207,3.169655172413793
45lx_Baseline,1.056262335009746,-2.3488320949920056,-6.641139211199818e-05,0.9991435657514683,-0.2942648409079789,-0.8980942152085465,0.4301230124488651,-0.4496968247589196,0.05244666708454421,0.30398773584648364,-0.24578438969543698,-0.003098174295306889,0.11696665254587006,0.9506599780997164,-2.273263134218646,0.004653553629192448,0.9754982474070608,9.0,-92.90690420510867,0.2042618882803995,0.35842005838849206,1.85175,1.8383569945235956,14.814
45lx_Breathing,1.9546751515073224,-2.355397373082197,1.160665995383978e-05,0.9982183258929854,-0.4899728218962731,-0.6127928578355456,0.3241730060648742,-0.8298706510610978,-0.014007163108979655,0.7549702127843791,-0.5489295222498342,0.004076909579800638,0.199805838417758,1.2252217978339581,-2.1738159687168057,-0.0024643283929981206,0.9555151077941316,4.666666666666667,367.18400755746,0.4209242095548214,1.218911608023665,2.636714285714286,1.9643129779225,12.304666666666668
45lx_Counting1,0.9542460722674428,-2.6215431751369795,-8.399632600573833e-05,0.9990304245384493,1.6452681740991233,-1.7029967185308383,0.28528819198313404,-0.3640016618141649,0.02790551596383901,0.39278889654330035,-0.500397268387634,-0.009743046678060039,0.16791746071256267,0.7808384532299185,-2.6221181829763647,0.013023694970418501,0.9126630865495231,4.0,-292.30714453179417,0.3059429475711153,0.6301181770503865,2.4685,1.2237717902844611,9.874
45lx_Counting2,1.864487374211245,-1.6425318429121394,0.0003073761446247469,0.9878845129084618,-1.0954162343567098,0.33897001488815387,-0.09882981649276715,-1.1351301238127525,0.04341043763583638,0.9780480228205568,-0.956579968075865,-0.005800692814356361,0.3953665182688718,1.4657640109465302,-1.095576681768868,0.0156618449689826,0.8799832868288491,9.0,-174.08121864706033,0.9241730856573775,1.9346279908964217,1.726222222222222,8.317557770916398,15.536
45lx_Counting3,2.4445525539553126,-1.8270057169859601,-0.000277991614151991,0.9926101383194088,-0.28495146206420907,0.5452988494216308,-0.2510641929721897,-1.3380103473283758,0.041593401475644096,0.8080185012434787,-0.7186511481509428,-0.0006119986123572033,0.350320499825287,1.6291234456461958,-1.109373684403758,0.03384162816621101,0.8895590004084146,10.0,-18.36905521756725,0.6811502663595423,1.285760965968546,1.2912500000000002,6.811502663595423,10.330000000000002
45lx_Math,2.69617259336257,-1.7236999627505374,-0.0002762657545942299,0.9893513930807849,-0.37570158410195953,0.6628217446794008,-0.22811081531045835,-1.564177439013366,0.03908026325469081,0.8978952868818615,-1.0238653138540348,-0.0002883390199599546,0.40697499266921133,1.795217687365566,-0.9564008167698171,-0.011635446414363771,0.8315174867592923,11.0,-8.594461381936014,0.7904670588568036,1.902427640533781,1.5259999999999998,8.69513764742484,13.733999999999998
45lx_Reading,1.3690242864912012,-2.030893379513187,9.821480834695345e-05,0.9946688589177358,-1.3320478386242427,-0.3677239415137398,0.34077140048569854,-0.6740995368350463,0.05104604247753546,0.6872173048960514,-0.7170960060505988,-0.0007725074469926772,0.2943900447197172,1.0506528763779306,-1.4767605186740316,0.010364467827900382,0.9492411774797895,9.0,-23.185653264838393,0.6666366107088566,1.2773877954074218,1.67225,5.333092885670853,13.378
45lx_Relax,1.9310799511545786,-2.0829505514949433,3.824547055971076e-05,0.9978688974432898,-1.1002547606368962,-0.21676948522170594,0.14861211705076563,-0.9270887154611681,-0.020916052315857338,0.5011878126995883,-0.28102394744445536,-0.00046327630542306443,0.12523301525895006,1.4299725272465578,-1.8393251102180381,0.004847472301375886,0.9743827140350939,5.2,-34.73188217157596,0.32240687612272667,0.7364468496540112,2.783692307692308,1.6765157558381787,14.475200000000001
45lx_Speaking,2.1399116121521398,-1.7225035254470147,9.611903714852208e-05,0.9844983837347614,-0.7940244567478012,0.18422452673669998,-0.040770586329616804,-1.242326404874441,0.027157426194666615,1.6361739449526769,-1.0193805336958244,-0.001759145529027099,0.5773142389448649,1.2650726221668167,-0.8726086287404277,0.0443199019451552,0.7049107222576977,7.0,-52.87981363959443,0.8087223753812001,1.6837487303465761,1.1500000000000001,5.6610566276684,6.9
45lx_Stroop,1.0328173383911363,-2.4194231422243293,-5.767230943598255e-05,0.997551898387758,0.4508213384934563,-1.387202470090596,0.3817330142625323,-0.42688578131132604,0.03500962018677198,0.6353482380635849,-0.6910335182769543,-0.004628793460922824,0.2605329131962713,0.7416727465112872,-2.0922592389292793,0.0019426388076652604,0.9013302013417089,10.0,-138.91164062200835,0.4325918082660003,1.3263817563405391,1.5735000000000001,4.325918082660003,12.588000000000001
45lx_Video1,1.8533994409909365,-1.526720684975566,3.497582890774323e-05,0.9996398103205529,-1.2736833684904836,0.27533091818195043,-0.32248577920281274,-1.213974146830007,-0.017149737660181318,0.24089597507246074,-0.23185098730461068,-0.00043783107566273174,0.06704986499216294,1.8031398758854131,-1.4991169491670295,0.0023331125185904284,0.9931333910967513,4.508670520231214,-37.89758044807516,0.1469641696256335,0.4285401594883171,4.266307692307692,0.6626130191213534,19.235375722543353
45lx_Video2,1.8555557310962079,-1.8380391125213964,1.3054222118179151e-05,0.9992868699621998,-1.1755685156605673,-0.15299660070610488,0.18191539638296209,-1.0095300575790156,-0.02811037390926601,0.43468540201387745,-0.4607196620685053,-0.0003934087136703309,0.07932289961691455,1.498512080713253,-1.7045325257713926,0.0036402017591098197,0.9872241210799017,3.6206896551724137,-22.843184798550134,0.1709839194051333,0.8954050640823827,1.9545714285714286,0.6190797081909999,7.076896551724138
4e8r_Baseline,2.819460826387843,-1.7794788968860527,-8.632878634006526e-05,0.9872900029961736,0.23244309098668614,0.66012674080666,-0.1240930592628115,-1.5844306056799418,-0.028306635224615517,1.5391648214879918,-1.340608041396099,0.011082171622978337,0.5897805684817944,1.360523305314926,-0.8724977433358918,-0.02790374193401297,0.6660850121511828,9.0,332.70371749259823,1.3097371261943658,2.598742581234413,1.9045,11.787634135749292,15.236
